JAAR;PLAATS;Amsterdam Code,
2000;Utrecht;10722,
2000;Amsterdam;11150,
2000;Amsterdam;11150,
2000;Rotterdam;10345,
1954;Enschede;10364,
1954;Haaksbergen;11435,
1955;Nijverdal;10806,
1955;Rotterdam;10345,
1955;Hoogezand;10410,
1955;Hengelo;10359,
1955;Oldenzaal;11100,
1955;Losser;11166,
1955;Enschede;10364,
1955;Amsterdam;11150,
1955;Amsterdam;11150,
1955;Egmond aan Zee;10421,
1955;Groningen;10426,
1955;Tilburg;10792,
1955;Zaandam;11044,
1955;Tegelen;11333,
1955;Amsterdam;11150,
1955;Rotterdam;10345,
1955;Amsterdam;11150,
1955;Amsterdam;11150,
1955;Rotterdam;10345,
1955;Amsterdam;11150,
1955;Leiden;10702,
1955;Amsterdam;11150,
1955;Oude Pekela;10848,
1955;Rotterdam;10345,
1955;Rotterdam;10345,
1955;Amsterdam;11150,
1955;Epe;10940,
1955;Katwijk;10707,
1955;Scheveningen;11434,
1955;Vlaardingen;10811,
1955;Zaandam;11044,
1955;Amsterdam;11150,
1955;Rotterdam;10345,
1955;Amsterdam;11150,
1955;Rotterdam;10345,
1955;Amsterdam;11150,
1955;Deest;10068,
1955;Amsterdam;11150,
1955;Amsterdam;11150,
1955;Amsterdam;11150,
1955;Amsterdam;11150,
1955;Amsterdam;11150,
1955;Amsterdam;11150,
1955;Enschede;10364,
1955;Amsterdam;11150,
1955;Oldenzaal;11100,
1955;Amsterdam;11150,
1955;Amsterdam;11150,
1956;IJmuiden;10620,
1956;Katwijk;10707,
1956;Rotterdam;10345,
1956;Leiden;10702,
1956;Schiedam;11260,
1956;Hoogezand;10410,
1956;Sappemeer;10080,
1956;Foxhol;10410,
1956;Apeldoorn;11075,
1956;Hattem;10673,
1956;IJmuiden;10620,
1956;Tilburg;10792,
1956;Wormerveer;10361,
1956;Velp;11355,
1956;Amsterdam;11150,
1956;Rotterdam;10345,
1956;Culemborg;10342,
1956;Rotterdam;10345,
1956;Amsterdam;11150,
1956;Brakel;11125,
1956;Nijkerk;10446,
1956;Westerbroek;10410,
1957;Dodewaard;10647,
1957;Zaandam;11044,
1957;Schiedam;11260,
1957;Amstelveen;10799,
1957;Groningen;10426,
1957;Rotterdam;10345,
1957;Enschede;10364,
1957;Amsterdam;11150,
1957;Beuningen;10417,
1957;Heerewaarden;10067,
1957;Dreumel;11232,
1957;Oldenzaal;11100,
1957;Helmond;10932,
1957;Hoogezand;10410,
1957;Herwijnen;11266,
1957;Amsterdam;11150,
1958;'s-Gravenhage;11434,
1958;Amsterdam;11150,
1958;Amsterdam;11150,
1958;Amsterdam;11150,
1958;Amsterdam;11150,
1958;Bergen;11424,
1958;Amsterdam;11150,
1958;Amstelveen;10799,
1958;Amsterdam;11150,
1958;Schiphol;11387,
1959;Maurik;10300,
1959;Amsterdam;11150,
1959;Amsterdam;11150,
1959;Amsterdam;11150,
1959;Kerkdriel;10341,
1959;Maurik;10300,
1959;Volendam;10884,
1959;Kekerdom;10408,
1959;Winschoten;10453,
1959;Volendam;10884,
1959;Kinderdijk;10547,
1959;Slikkerveer;10646,
1959;Volendam;10884,
1959;Amsterdam;11150,
1959;Groningen;10426,
1959;Amsterdam;11150,
1959;Amsterdam;11150,
1959;Aalten;11046,
1959;Oss;10834,
1959;Amsterdam;11150,
1959;'s-Gravenhage;11434,
1959;Hengelo;10359,
1959;Hilversum;11285,
1959;Rotterdam;10345,
1959;Zaandam;11044,
1959;Rotterdam;10345,
1959;Amsterdam;11150,
1959;Beesel;10195,
1959;Almelo;11053,
1959;Amsterdam;11150,
1959;Amsterdam;11150,
1959;Ubbergen;10408,
1959;Volendam;10884,
1959;Hengelo;10359,
1959;Enschede;10364,
1959;Goor;10076,
1959;Amsterdam;11150,
1959;Amsterdam;11150,
1959;Leiden;10702,
1959;Amsterdam;11150,
1959;Valkenburg;10028,
1959;Oss;10834,
1959;Oss;10834,
1960;Utrecht;10722,
1960;Winschoten;10453,
1960;landelijk;,
1960;Amsterdam;11150,
1960;Zaandam;11044,
1960;landelijk;,
1960;Oss;10834,
1960;Wormer;10648,
1960;Oude Pekela;10848,
1960;Amsterdam;11150,
1960;Amsterdam;11150,
1960;Amsterdam;11150,
1960;Tilburg;10792,
1960;Amsterdam;11150,
1960;Amsterdam;11150,
1960;Amsterdam;11150,
1960;Amsterdam;11150,
1960;Leiden;10702,
1960;Utrecht;10722,
1960;Rotterdam;10345,
1960;Dordrecht;11157,
1960;Leiden;10702,
1960;Rotterdam;10345,
1960;Amsterdam;11150,
1960;Dordrecht;11157,
1960;Amsterdam;11150,
1960;Alblasserdam;11327,
1960;Amsterdam;11150,
1960;Krimpen a/d Ijssel;10859,
1960;Deventer;10899,
1960;Rotterdam;10345,
1960;Hardenberg;10174,
1960;Amsterdam;11150,
1960;Amsterdam;11150,
1960;Amsterdam;11150,
1960;Oss;10834,
1960;Zaandam;11044,
1960;Alblasserdam;11327,
1960;Velsen;10620,
1960;Slikkerveer;10646,
1960;Alblasserdam;11327,
1960;Amsterdam;11150,
1960;Beverwijk;10272,
1960;Bolnes;10646,
1960;Dordrecht;11157,
1960;Haarlem;10357,
1960;IJmuiden;10620,
1960;Leiden;10702,
1960;Lekkerkerk;10050,
1960;Rotterdam;10345,
1960;Schiedam;11260,
1960;Slikkerveer;10646,
1960;Utrecht;10722,
1960;Krimpen;,
1960;De Steeg;11355,
1960;Dedemsvaart;11190,
1960;Utrecht;10722,
1960;Utrecht;10722,
1961;Amsterdam;11150,
1961;Rotterdam;10345,
1961;Rotterdam;10345,
1961;Amsterdam;11150,
1961;Amsterdam;11150,
1961;Amsterdam;11150,
1961;Hoogezand;10410,
1961;Renkum;11325,
1961;Amsterdam;11150,
1961;Amsterdam;11150,
1961;Winsum;11135,
1961;Huizen;11170,
1961;Duizel;10741,
1961;Amsterdam;11150,
1961;Amsterdam;11150,
1961;Doetinchem;10396,
1961;Velsen;10620,
1961;Holten;11246,
1961;Amsterdam;11150,
1961;Rotterdam;10345,
1961;Lochem;11263,
1961;Amsterdam;11150,
1961;Amsterdam;11150,
1961;Almelo;11053,
1961;Rotterdam;10345,
1961;Rotterdam;10345,
1961;Apeldoorn;11075,
1961;Hoogezand;10410,
1961;Enschede;10364,
1961;Leeuwarden;11228,
1961;Hoogezand;10410,
1961;Roosendaal;10407,
1961;twente;,
1961;Oude Pekela;10848,
1961;Amsterdam;11150,
1961;Emmen;11180,
1961;Velsen;10620,
1961;Oldenzaal;11100,
1961;Herwen en Aerdt;10819,
1961;Delft;10928,
1961;Amsterdam;11150,
1961;Vlaardingen;10811,
1961;Hilversum;11285,
1962;Amsterdam;11150,
1962;Oss;10834,
1962;Milsbeek;10542,
1962;Amsterdam;11150,
1962;Westervoort;11085,
1962;Rhenen;10309,
1962;Amsterdam;11150,
1962;Zwolle;10093,
1962;Amsterdam;11150,
1962;Diemen;11039,
1962;Amsterdam;11150,
1962;Rotterdam;10345,
1962;Amsterdam;11150,
1962;Amsterdam;11150,
1962;Amstelveen;10799,
1962;Amsterdam;11150,
1993;Emmen;11180,
1993;Amsterdam;11150,
1993;Rijswijk;11133,
1993;'s-Gravenhage;11434,
1993;Amsterdam;11150,
1993;Apeldoorn;11075,
1993;Arnhem;10795,
1993;Breda;10154,
1993;Scheemda;10711,
1993;landelijk;,
1993;Lelystad;11110,
1993;'s-Hertogenbosch;10054,
1979;Amsterdam;11150,
1979;Amsterdam;11150,
1979;Amsterdam;11150,
1979;landelijk;,
1979;Rotterdam;10345,
1979;Apeldoorn;11075,
1979;Hoogezand;10410,
1979;Velsen;10620,
1979;Amsterdam;11150,
1979;Eindhoven;11298,
1979;Leidschendam;10742,
1979;Arnhem;10795,
1984;'s-Gravenhage;11434,
1984;Winterswijk;11119,
1984;Rotterdam;10345,
1984;Soest;11021,
1984;landelijk;,
1984;landelijk;,
1984;Rijswijk;11133,
1984;Rotterdam;10345,
1984;Rotterdam;10345,
1984;Rotterdam;10345,
1984;Rotterdam;10345,
1985;Utrecht;10722,
1985;Amsterdam;11150,
1963;Amsterdam;11150,
1963;Leiden;10702,
1963;Stellendam;10087,
1963;Amsterdam;11150,
1963;Amsterdam;11150,
1963;Rotterdam;10345,
1963;Rotterdam;10345,
1963;Amsterdam;11150,
1963;Kampen;10253,
1963;Amsterdam;11150,
1963;Alkmaar;10527,
1963;'s-Gravenhage;11434,
1963;Rotterdam;10345,
1963;Alkmaar;10527,
1963;Boskoop;10419,
1963;Breda;10154,
1963;'s-Gravenhage;11434,
1963;Deventer;10899,
1963;Doetinchem;10396,
1963;Ermelo;10732,
1963;Goes;10674,
1963;Gouda;10302,
1963;Groningen;10426,
1963;Haarlem;10357,
1963;Heerenveen;10680,
1963;Landsmeer;11225,
1963;Leiden;10702,
1963;Rotterdam;10345,
1963;Schoonhoven;10980,
1963;Veenendaal;11052,
1963;Zeist;10324,
1963;landelijk;,
1963;Hengelo;10359,
1964;Scheveningen;11434,
1964;Blijham;10247,
1964;Utrecht;10722,
1964;Groningen;10426,
1964;Amsterdam;11150,
1964;Schiedam;11260,
1964;Amsterdam;11150,
1964;Utrecht;10722,
1964;Velsen;10620,
1964;Amsterdam;11150,
1964;Amsterdam;11150,
1964;Schellingwoude;11150,
1964;Hengelo;10359,
1964;Rotterdam;10345,
1964;Utrecht;10722,
1964;Amsterdam;11150,
1964;Zaandam;11044,
1964;Amsterdam;11150,
1964;Amsterdam;11150,
1964;Amsterdam;11150,
1964;Gasselternijveen;11099,
1964;Maastricht;10182,
1964;Amsterdam;11150,
1964;Waalwijk;11359,
1964;Amsterdam;11150,
1964;Delfzijl;10976,
1964;Amsterdam;11150,
1964;Klazienaveen;11180,
1964;Emmen;11180,
1964;Delft;10928,
1964;Enschede;10364,
1964;Amsterdam;11150,
1964;Foxhol;10410,
1965;Amsterdam;11150,
1965;Amsterdam;11150,
1965;Drunen;10428,
1965;Amsterdam;11150,
1965;Velsen;10620,
1965;Rotterdam;10345,
1965;Rotterdam;10345,
1965;Schiedam;11260,
1965;Rotterdam;10345,
1965;Amsterdam;11150,
1965;Woensdrecht;10602,
1965;Drunen;10428,
1965;Hengelo;10359,
1965;Rotterdam;10345,
1965;Amsterdam;11150,
1965;Westerbroek;10410,
1965;Amsterdam;11150,
1965;Amsterdam;11150,
1965;Amsterdam;11150,
1965;Emmen;11180,
1965;Emmer-Compascuum;11180,
1965;Rotterdam;10345,
1965;Rotterdam;10345,
1965;Hengelo;10359,
1965;Delfzijl;10976,
1965;Amsterdam;11150,
1965;Amsterdam;11150,
1965;Amsterdam;11150,
1965;Emmen;11180,
1965;Amsterdam;11150,
1965;Amsterdam;11150,
1965;Amsterdam;11150,
1965;Rotterdam;10345,
1965;Appingedam;10886,
1965;Amsterdam;11150,
1965;De Steeg;11355,
1965;Borne;10326,
1965;Amsterdam;11150,
1965;Enschede;10364,
1965;Leeuwarden;11228,
1965;Schoonebeek;11180,
1965;Alkmaar;10527,
1965;Delft;10928,
1966;Amsterdam;11150,
1966;Hoogeveen;10839,
1966;Emmen;11180,
1966;Amsterdam;11150,
1971;Gouda;10302,
1971;landelijk;,
1971;Sittard;11230,
1971;Winschoten;10453,
1971;Amsterdam;11150,
1971;Amsterdam;11150,
1971;Breda;10154,
1971;Veendam;11292,
1971;Amsterdam;11150,
1971;Delft;10928,
1971;Boxmeer;11227,
1976;Amsterdam;11150,
1976;Drachten;10405,
1976;Zwaagwesteinde;10650,
1976;Amsterdam;11150,
1976;Terneuzen;10704,
1976;Delfzijl;10976,
1976;Noordwolde;10425,
1976;Zierikzee;10843,
1984;Amsterdam;11150,
1984;Breda;10154,
1984;Zwijndrecht;10468,
1984;Breda;10154,
1984;Utrecht;10722,
1984;Rotterdam;10345,
1966;Rotterdam;10345,
1966;Neede;10367,
1966;Rotterdam;10345,
1966;Wageningen;11010,
1966;Amsterdam;11150,
1966;Utrecht;10722,
1967;Amsterdam;11150,
1967;Beek en Donk;10173,
1967;Rotterdam;10345,
1967;Rotterdam;10345,
1967;Utrecht;10722,
1967;Alphen a/d Rijn;10517,
1967;Amsterdam;11150,
1967;Best;10442,
1968;Groningen;10426,
1968;Volendam;10884,
1968;Rotterdam;10345,
1968;Rotterdam;10345,
1969;Rotterdam;10345,
1969;Amersfoort;10948,
1969;Amstelveen;10799,
1969;Amsterdam;11150,
1969;Vlaardingen;10811,
1969;Rotterdam;10345,
1969;Balk;10036,
1969;Leeuwarden;11228,
1969;Amsterdam;11150,
1969;Breda;10154,
1969;Rotterdam;10345,
1969;Amersfoort;10948,
1969;Amsterdam;11150,
1969;Almelo;11053,
1969;Someren;10203,
1969;Doesburg;10327,
1969;'s-Hertogenbosch;10054,
1969;Amsterdam;11150,
1969;Groningen;10426,
1969;Utrecht;10722,
1969;Groningen;10426,
1969;Leek;10604,
1969;Purmerend;11066,
1969;Oude Pekela;10848,
1969;Hardinxveld;10167,
1969;Amsterdam;11150,
1975;Rotterdam;10345,
1975;Amsterdam;11150,
1975;Hilversum;11285,
1975;Utrecht;10722,
1975;Assendelft;11373,
1975;Amsterdam;11150,
1975;Leeuwarden;11228,
1975;Weert;11081,
1975;Utrecht;10722,
1975;'s-Hertogenbosch;10054,
1975;Utrecht;10722,
1975;Bergen op Zoom;11037,
1980;Amsterdam;11150,
1980;Culemborg;10342,
1980;Eersel;10741,
1980;Nijmegen;11209,
1980;Oss;10834,
1980;Rotterdam;10345,
1980;Schiedam;11260,
1980;Tilburg;10792,
1980;Valkenswaard;11031,
1980;Velsen;10620,
1980;Zaandam;11044,
1980;landelijk;,
1980;Wormer;10648,
1980;landelijk;,
1980;Amsterdam;11150,
1980;Bodegraven;11091,
1980;Deventer;10899,
1980;landelijk;,
1980;Amsterdam;11150,
1980;landelijk;,
1980;Tilburg;10792,
1980;Aalten;11046,
1992;Amerongen;11372,
1992;Landgraaf;11335,
1992;Alkmaar;10527,
1992;Rotterdam;10345,
1992;landelijk;,
1992;Hilversum;11285,
1992;Culemborg;10342,
1992;'s-Gravenhage;11434,
1992;landelijk;,
1992;Amsterdam;11150,
1992;Arnhem;10795,
1992;Breda;10154,
1992;Leeuwarden;11228,
1970;Rotterdam;10345,
1970;Amsterdam;11150,
1970;Tilburg;10792,
1970;Amsterdam;11150,
1970;Maastricht;10182,
1970;Groningen;10426,
1970;Groningen;10426,
1970;Groningen;10426,
1970;Nijmegen;11209,
1970;Echt;10941,
1970;Rotterdam;10345,
1970;'s-Gravenhage;11434,
1970;Geleen;10048,
1989;'s-Gravenhage;11434,
1989;Amsterdam;11150,
1989;Utrecht;10722,
1989;Amsterdam;11150,
1989;Rotterdam;10345,
1989;brabant;,
1989;Arnhem;10795,
1990;'s-Hertogenbosch;10054,
1990;Papendrecht;10427,
1990;Groningen;10426,
1990;'s-Hertogenbosch;10054,
1980;Amsterdam;11150,
1980;Arnhem;10795,
1980;Boxtel;10083,
1980;Delft;10928,
1980;'s-Gravenhage;11434,
1980;Dieren;11355,
1980;Dordrecht;11157,
1980;IJmuiden;10620,
1980;Oud-Beyerland;,
1980;Roosendaal;10407,
1980;Rotterdam;10345,
1980;Tilburg;10792,
1980;Utrecht;10722,
1980;Venray;11222,
1980;Zwolle;10093,
1980;landelijk;,
1980;Warga;10815,
1980;Hengelo;10359,
1982;Hilversum;11285,
1982;landelijk;,
1982;landelijk;,
1983;Amsterdam;11150,
1983;Delft;10928,
1983;Dordrecht;11157,
1983;landelijk;,
1983;Rotterdam;10345,
1983;Medemblik;11215,
1983;Rotterdam;10345,
1983;Hengelo;10359,
1983;Rotterdam;10345,
1983;landelijk;,
1983;Utrecht;10722,
1986;landelijk;,
1987;landelijk;,
1987;'s-Gravenhage;11434,
1987;Rotterdam;10345,
1987;Amsterdam;11150,
1987;Rotterdam;10345,
1987;Amsterdam;11150,
1987;Amsterdam;11150,
1987;Arnhem;10795,
1987;Eefde;10085,
1987;Rotterdam;10345,
1987;Amsterdam;11150,
1987;Bergen op Zoom;11037,
1987;Breda;10154,
1987;Middelburg;10483,
1987;Ermelo;10732,
1998;landelijk;,
1998;Leeuwarden;11228,
1998;Leeuwarden;11228,
1998;Groningen;10426,
1998;friesland;,
1998;Breda;10154,
1998;Goes;10674,
1998;Leeuwarden;11228,
1998;Maastricht;10182,
1998;Rotterdam;10345,
1998;Elst;11188,
1998;Ingen;11093,
1998;Emmen;11180,
1998;Rotterdam;10345,
1998;landelijk;,
1998;Amsterdam;11150,
1998;Utrecht;10722,
1998;Amsterdam;11150,
1970;Amsterdam;11150,
1970;Rotterdam;10345,
1970;Rotterdam;10345,
1970;Weerdingermond;11249,
1970;Vlissingen;10270,
1970;Leiden;10702,
1970;Rotterdam;10345,
1970;Rotterdam;10345,
1970;landelijk;,
1970;Groningen;10426,
1970;'s-Gravenhage;11434,
1970;Rotterdam;10345,
1970;Amsterdam;11150,
1970;Sliedrecht;11331,
1970;Amsterdam;11150,
1970;Rotterdam;10345,
1970;Rotterdam;10345,
1970;Leeuwarden;11228,
1970;Utrecht;10722,
1970;Rotterdam;10345,
1970;Horst;11108,
1970;Amsterdam;11150,
1970;Rotterdam;10345,
1970;Zaandam;11044,
1970;Rotterdam;10345,
1970;Rotterdam;10345,
1970;Rotterdam;10345,
1970;Rotterdam;10345,
1970;Rotterdam;10345,
1970;Rotterdam;10345,
1971;Nijmegen;11209,
1971;Weesp;10773,
1971;Alblasserdam;11327,
1971;Rotterdam;10345,
1971;Amsterdam;11150,
1971;landelijk;,
1971;Amsterdam;11150,
1971;Rijssen;10358,
1971;Amsterdam;11150,
1971;Amsterdam;11150,
1971;Rotterdam;10345,
1971;landelijk;,
1971;Nieuwe Pekela;10848,
1971;Veenendaal;11052,
1971;Zoutkamp;10180,
1971;Schiedam;11260,
1971;Delft;10928,
1971;Schiedam;11260,
1971;Groningen;10426,
1971;Almelo;11053,
1971;Rotterdam;10345,
1972;Emmen;11180,
1972;Amsterdam;11150,
1972;Amsterdam;11150,
1972;Rotterdam;10345,
1972;Dordrecht;11157,
1972;Emmen;11180,
1972;Tilburg;10792,
1972;Ede;10743,
1972;Amsterdam;11150,
1982;Emmen;11180,
1982;Kampen;10253,
1982;Alkmaar;10527,
1982;'s-Gravenhage;11434,
1982;Utrecht;10722,
1993;landelijk;,
1995;Schiphol;11387,
1995;Tilburg;10792,
1995;Roermond;11313,
1995;Delft;10928,
1995;Terneuzen;10704,
1995;Rozenburg;11314,
1995;Rotterdam;10345,
1995;Rotterdam;10345,
1995;Roosendaal;10407,
1995;Heerenveen;10680,
1995;Sneek;11421,
1996;Rotterdam;10345,
2000;Rotterdam;10345,
2000;Deventer;10899,
2000;landelijk;,
2000;Hengelo;10359,
2000;Kampen;10253,
2000;Rotterdam;10345,
2000;Rotterdam;10345,
2000;Best;10442,
2000;Groningen;10426,
2000;drente;,
2000;gelderland;,
2000;overijssel;,
2000;landelijk;,
2000;Amsterdam;11150,
1974;Velsen;10620,
1974;Amsterdam;11150,
1974;Geertruidenberg;10101,
1974;Vlaardingen;10811,
1974;Rotterdam;10345,
1974;Eindhoven;11298,
1974;Utrecht;10722,
1974;Nijmegen;11209,
1974;Deventer;10899,
1974;Amsterdam;11150,
1974;Amsterdam;11150,
1974;Delft;10928,
1974;'s-Gravenhage;11434,
1974;Uden;11141,
1974;Amsterdam;11150,
1974;Bergen op Zoom;11037,
1975;Amersfoort;10948,
1975;Rotterdam;10345,
1975;'s-Hertogenbosch;10054,
1975;Nieuw-Vennep;11387,
1975;Bergen op Zoom;11037,
1975;Twello;10912,
1975;Rotterdam;10345,
1978;Amsterdam;11150,
1978;Rotterdam;10345,
1978;Veenhuizen;10608,
1978;Bunschoten;11343,
1978;Zaandam;11044,
1978;Rotterdam;10345,
1978;Rotterdam;10345,
1978;landelijk;,
1978;Terneuzen;10704,
1978;Geldrop;10529,
1978;noord-Holland;,
1978;zaanstreek;,
1978;landelijk;,
1995;Marknesse;10144,
1995;Amsterdam;11150,
1995;Urk;10783,
1995;Lochem;11263,
1995;landelijk;,
1995;landelijk;,
1995;Nijmegen;11209,
1973;Schiedam;11260,
1973;Diemen;11039,
1973;Amsterdam;11150,
1973;Tilburg;10792,
1973;Enschede;10364,
1973;Velsen;10620,
1973;Emmen;11180,
1973;Clinge;10965,
1973;landelijk;,
1973;Breda;10154,
1973;Winschoten;10453,
1973;Nieuw-Buinen;10448,
1973;Amsterdam;11150,
1977;Koog aan de Zaan;10776,
1977;Zeist;10324,
1977;Amsterdam;11150,
1977;Rotterdam;10345,
1977;Amsterdam;11150,
1977;Rijswijk;11133,
1977;gelderland;,
1977;landelijk;,
1977;Amsterdam;11150,
1977;Vlaardingen;10811,
1977;Schiedam;11260,
1977;landelijk;,
1980;Slagharen;10174,
1980;Dordrecht;11157,
1989;Amsterdam;11150,
1980;Mulich;,
1980;Alphen a/d Rijn;10517,
1980;Amstelveen;10799,
1980;Amsterdam;11150,
1980;Breda;10154,
1980;Goes;10674,
1980;Middelburg;10483,
1980;Nijmegen;11209,
1980;Rotterdam;10345,
1980;Schiedam;11260,
1980;Vlissingen;10270,
1980;Vorden;10957,
1980;landelijk;,
1980;Oss;10834,
1980;Nijmegen;11209,
1980;Born;10927,
1980;Breda;10154,
1980;'s-Gravenhage;11434,
1980;Eindhoven;11298,
1980;Elst;11188,
1980;Gouda;10302,
1980;Nijmegen;11209,
1980;Rotterdam;10345,
1980;Schiedam;11260,
1980;landelijk;,
1980;Veghel;10985,
1980;Rotterdam;10345,
1985;Koog aan de Zaan;10776,
1994;Zutphen;10254,
1994;Leeuwarden;11228,
1973;Kerkrade;10313,
1973;Amsterdam;11150,
1973;Lelystad;11110,
1973;Amsterdam;11150,
1973;'s-Gravenhage;11434,
1973;Boxtel;10083,
1973;Eindhoven;11298,
1973;'s-Gravenzande;10640,
1973;Amsterdam;11150,
1973;Emmen;11180,
1973;Emmen;11180,
1973;Oude Pekela;10848,
1973;Hengelo;10359,
1973;Schiphol;11387,
1973;Haarlem;10357,
1973;Winschoten;10453,
1973;Rotterdam;10345,
1973;Amsterdam;11150,
1973;Amsterdam;11150,
1973;Pekela;10848,
1973;Amsterdam;11150,
1973;Zaandam;11044,
1973;Veendam;11292,
1973;Ter Apelkanaal;11249,
1973;Utrecht;10722,
1973;Coevorden;10383,
1973;Weesp;10773,
1973;Eindhoven;11298,
1973;Amsterdam;11150,
1973;Rotterdam;10345,
1973;Breda;10154,
1973;Eindhoven;11298,
1973;Amsterdam;11150,
1974;Nijmegen;11209,
1974;Weesp;10773,
1974;Rotterdam;10345,
1974;Rotterdam;10345,
1974;Amsterdam;11150,
1974;Rotterdam;10345,
1974;Amsterdam;11150,
1974;Roosendaal;10407,
1974;Amsterdam;11150,
1974;Rotterdam;10345,
1974;IJmuiden;10620,
1974;Utrecht;10722,
1974;'s-Gravenhage;11434,
1974;Helmond;10932,
1974;Emmen;11180,
1974;Heerlen;10902,
1974;Utrecht;10722,
1974;Amsterdam;11150,
1974;duitsland;,
1974;Doetinchem;10396,
1974;Utrecht;10722,
1974;Velsen;10620,
1974;Hilversum;11285,
1974;Groningen;10426,
1974;Liessel;10379,
1974;Velsen;10620,
1974;Utrecht;10722,
1974;'s-Gravenhage;11434,
1974;Amsterdam;11150,
1974;'s-Gravenhage;11434,
1974;Naaldwijk;11418,
1974;Sittard;11230,
1974;Doetinchem;10396,
1974;Doetinchem;10396,
1974;Hilversum;11285,
1974;Vlissingen;10270,
1974;Rotterdam;10345,
1974;Breda;10154,
1974;IJmuiden;10620,
1974;Nijmegen;11209,
1974;Rotterdam;10345,
1974;Scheveningen;11434,
1974;Amsterdam;11150,
1975;Enschede;10364,
1975;Almelo;11053,
1975;Aalst;11125,
1975;Hilversum;11285,
1975;Hoofddorp;11387,
1975;Hellendoorn;10806,
1975;landelijk;,
1975;Utrecht;10722,
1975;Deventer;10899,
1975;Nieuweschans;10008,
1975;Zierikzee;10843,
1975;Amsterdam;11150,
1975;Nuth;10104,
1975;Scheveningen;11434,
1975;Lelystad;11110,
1975;Zoetermeer;10766,
1975;Hoofddorp;11387,
1975;landelijk;,
1975;Numansdorp;11346,
1975;Utrecht;10722,
1975;Echt;10941,
1975;Kerkrade;10313,
1975;Gulpen;11032,
1976;Weert;11081,
1976;'s-Gravenhage;11434,
1976;Rotterdam;10345,
1976;Goirle;10971,
1976;Veldhoven;10071,
1976;Amsterdam;11150,
1976;Amsterdam;11150,
1976;Raamsdonksveer;11391,
1976;Rijssen;10358,
1976;Rotterdam;10345,
1976;Amsterdam;11150,
1976;Rotterdam;10345,
1976;Scheveningen;11434,
1976;Dordrecht;11157,
1976;Zaandam;11044,
1976;'s-Gravenhage;11434,
1976;Amsterdam;11150,
1976;Amsterdam;11150,
1976;Best;10442,
1976;Amsterdam;11150,
1976;Amsterdam;11150,
1976;Utrecht;10722,
1976;Oss;10834,
1976;Amsterdam;11150,
1976;Rotterdam;10345,
1976;Roermond;11313,
1976;Lemmer;10142,
1976;Amsterdam;11150,
1976;Bergen op Zoom;11037,
1976;Cuijk;10023,
1976;Leiden;10702,
1976;Brielle;10232,
1976;Amsterdam;11150,
1976;Rotterdam;10345,
1976;Rotterdam;10345,
1976;Winschoten;10453,
1976;limburg;,
1976;Hoogeveen;10839,
1977;Nijmegen;11209,
1977;Rotterdam;10345,
1977;Rotterdam;10345,
1977;Enschede;10364,
1977;Amsterdam;11150,
1977;Rotterdam;10345,
1977;Heerenveen;10680,
1977;Wolvega;11322,
1977;Hilversum;11285,
1977;Beek;10408,
1977;Amsterdam;11150,
1977;Franeker;11226,
1977;Monster;10019,
1977;Naaldwijk;11418,
1977;Broekhuizen;10856,
1977;Kerkrade;10313,
1977;Gieten;10506,
1977;Olst;10409,
1977;Oss;10834,
1977;Uithoorn;11206,
1977;Hoogerheide;10602,
1977;Vlissingen;10270,
1977;Rotterdam;10345,
1977;Schiedam;11260,
1977;Boxmeer;11227,
1977;Veendam;11292,
1977;Leeuwarden;11228,
1977;Hoogezand;10410,
1977;Rotterdam;10345,
1978;Tilburg;10792,
1978;Helmond;10932,
1978;Lonneker;10364,
1978;Heerlen;10902,
1978;Breda;10154,
1978;Zevenaar;10938,
1978;Zaandam;11044,
1978;Rotterdam;10345,
1978;Rotterdam;10345,
1978;Rotterdam;10345,
1978;Leidschendam;10742,
1978;Bergen op Zoom;11037,
1978;Nieuw Amsterdam;11180,
1978;Almere;10018,
1978;Amsterdam;11150,
1978;Zwijndrecht;10468,
1978;Almelo;11053,
1978;Nieuw Amsterdam;11180,
1978;Amsterdam;11150,
1978;Schiphol;11387,
1978;landelijk;,
1979;Amsterdam;11150,
1979;Vlissingen;10270,
1979;Rotterdam;10345,
1979;Amsterdam;11150,
1979;Winschoten;10453,
1979;Arnhem;10795,
1979;Amsterdam;11150,
1979;Ommen;11069,
1979;Best;10442,
1979;landelijk;,
1979;Rotterdam;10345,
1979;Schiphol;11387,
1979;Schiphol;11387,
1979;Tilburg;10792,
1979;Delft;10928,
1979;Breda;10154,
1979;Rotterdam;10345,
1979;Maassluis;10880,
1979;Almelo;11053,
1979;Oude Pekela;10848,
1979;Nunspeet;10732,
1979;Moerdijk;11318,
1979;Rotterdam;10345,
1979;Hilversum;11285,
1979;Amsterdam;11150,
1979;Bussum;10281,
1979;Oudewater;10188,
1979;landelijk;,
1979;Utrecht;10722,
1979;Almelo;11053,
1979;Bornerbroek;10326,
1979;Schiphol;11387,
1979;Rotterdam;10345,
1979;Rotterdam;10345,
1979;Wormer;10648,
1979;Asten;10478,
1979;Amsterdam;11150,
1979;Amsterdam;11150,
1979;Montfoort;10033,
1979;Maassluis;10880,
1979;Rotterdam;10345,
1979;Wormer;10648,
1979;Velsen;10620,
1979;'s-Gravenhage;11434,
1979;Vlissingen;10270,
1979;Valkenswaard;11031,
1979;Almelo;11053,
